,Name,atomic_radius_A,atomic_radius_B,atomic_radius_C,atomic_volume_A,atomic_volume_B,atomic_volume_C,density_A,density_B,density_C,dipole_polarizability_A,dipole_polarizability_B,dipole_polarizability_C,evaporation_heat_A,evaporation_heat_B,evaporation_heat_C,group_id_A,group_id_B,group_id_C,lattice_constant_A,lattice_constant_B,lattice_constant_C,period_A,period_B,period_C,series_id_A,series_id_B,series_id_C,specific_heat_capacity_A,specific_heat_capacity_B,specific_heat_capacity_C,vdw_radius_A,vdw_radius_B,vdw_radius_C,covalent_radius_cordero_A,covalent_radius_cordero_B,covalent_radius_cordero_C,covalent_radius_pyykko_A,covalent_radius_pyykko_B,covalent_radius_pyykko_C,electron_affinity_A,electron_affinity_B,electron_affinity_C,NumberofNeutrons_A,NumberofNeutrons_B,NumberofNeutrons_C,NumberofProtons_A,NumberofProtons_B,NumberofProtons_C,NumberofElectrons_A,NumberofElectrons_B,NumberofElectrons_C,heat_of_formation_A,heat_of_formation_B,heat_of_formation_C,vdw_radius_uff_A,vdw_radius_uff_B,vdw_radius_uff_C,vdw_radius_mm3_A,vdw_radius_mm3_B,vdw_radius_mm3_C,en_ghosh_A,en_ghosh_B,en_ghosh_C,c6_gb_A,c6_gb_B,c6_gb_C,atomic_weight_A,atomic_weight_B,atomic_weight_C,atomic_radius_rahm_A,atomic_radius_rahm_B,atomic_radius_rahm_C,covalent_radius_pyykko_double_A,covalent_radius_pyykko_double_B,covalent_radius_pyykko_double_C,dipole_polarizability_unc_A,dipole_polarizability_unc_B,dipole_polarizability_unc_C,pettifor_number_A,pettifor_number_B,pettifor_number_C,glawe_number_A,glawe_number_B,glawe_number_C,molar_heat_capacity_A,molar_heat_capacity_B,molar_heat_capacity_C,electronegativity_A,electronegativity_B,electronegativity_C,melting_point_A,melting_point_B,melting_point_C,boiling_point_A,boiling_point_B,boiling_point_C,FirstIonization_A,FirstIonization_B,FirstIonization_C,NumberofShells_A,NumberofShells_B,NumberofShells_C,FormEng,Moment
28,V2CrGa,135.0,140.0,130.0,8.35,7.23,11.8,6.0,7.15,5.91,87.0,83.0,50.0,460.0,342.0,270.3,5.0,6.0,13.0,3.02,2.88,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.489,0.449,0.373,206.999999999999,206.0,187.0,153.0,139.0,122.0,134.0,122.0,124.0,0.527662,0.6758412,0.3012011,28.0,28.0,39.0,23.0,24.0,31.0,23.0,24.0,31.0,515.5,397.48,271.96,314.4,302.3,438.3,229.0,225.0,246.0,0.1273344,0.131305299999999,0.172377299999999,955.0,709.0,456.0,50.9415,51.9961,69.723,252.0,233.0,233.0,112.0,111.0,117.0,10.0,12.0,3.0,54.0,57.0,81.0,54.0,55.0,79.0,24.89,23.35,26.03,1.63,1.66,1.81,2183.0,2180.0,302.9146,3680.0,2944.0,2673.0,6.7462,6.7665,5.9993,4.0,4.0,4.0,-0.051,0.0
29,V2CrIn,135.0,140.0,155.0,8.35,7.23,15.7,6.0,7.15,7.31,87.0,83.0,65.0,460.0,342.0,225.1,5.0,6.0,13.0,3.02,2.88,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.449,0.233,206.999999999999,206.0,193.0,153.0,139.0,142.0,134.0,122.0,142.0,0.527662,0.6758412,0.383926,28.0,28.0,66.0,23.0,24.0,49.0,23.0,24.0,49.0,515.5,397.48,243.0,314.4,302.3,446.3,229.0,225.0,264.0,0.1273344,0.131305299999999,0.16423,955.0,709.0,643.0,50.9415,51.9961,114.818,252.0,233.0,246.0,112.0,111.0,136.0,10.0,12.0,4.0,54.0,57.0,79.0,54.0,55.0,80.0,24.89,23.35,26.74,1.63,1.66,1.78,2183.0,2180.0,429.75,3680.0,2944.0,2345.0,6.7462,6.7665,5.7864,4.0,4.0,5.0,0.306,1.4251
30,V2CrSi,135.0,140.0,110.0,8.35,7.23,12.1,6.0,7.15,2.3296,87.0,83.0,37.3,460.0,342.0,383.0,5.0,6.0,14.0,3.02,2.88,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.489,0.449,0.712,206.999999999999,206.0,210.0,153.0,139.0,111.0,134.0,122.0,115.999999999999,0.527662,0.6758412,1.38952128,28.0,28.0,14.0,23.0,24.0,14.0,23.0,24.0,14.0,515.5,397.48,450.0,314.4,302.3,429.5,229.0,225.0,229.0,0.1273344,0.131305299999999,0.178503,955.0,709.0,308.0,50.9415,51.9961,28.085,252.0,233.0,231.999999999999,112.0,111.0,107.0,10.0,12.0,0.7,54.0,57.0,85.0,54.0,55.0,85.0,24.89,23.35,19.99,1.63,1.66,1.9,2183.0,2180.0,1687.0,3680.0,2944.0,3538.0,6.7462,6.7665,8.1517,4.0,4.0,3.0,-0.248,0.0001
31,V2CrGe,135.0,140.0,125.0,8.35,7.23,13.6,6.0,7.15,5.3234,87.0,83.0,40.0,460.0,342.0,328.0,5.0,6.0,14.0,3.02,2.88,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.449,0.32,206.999999999999,206.0,211.0,153.0,139.0,120.0,134.0,122.0,121.0,0.527662,0.6758412,1.232676413,28.0,28.0,41.0,23.0,24.0,32.0,23.0,24.0,32.0,515.5,397.48,372.0,314.4,302.3,428.0,229.0,225.0,244.0,0.1273344,0.131305299999999,0.1895892,955.0,709.0,365.0,50.9415,51.9961,72.63,252.0,233.0,234.0,112.0,111.0,111.0,10.0,12.0,1.0,54.0,57.0,84.0,54.0,55.0,84.0,24.89,23.35,23.222,1.63,1.66,2.01,2183.0,2180.0,1211.4,3680.0,2944.0,3106.0,6.7462,6.7665,7.8994,4.0,4.0,4.0,-0.103,0.0
32,V2CrSn,135.0,140.0,145.0,8.35,7.23,16.3,6.0,7.15,7.287,87.0,83.0,53.0,460.0,342.0,296.0,5.0,6.0,14.0,3.02,2.88,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.449,0.227,206.999999999999,206.0,217.0,153.0,139.0,139.0,134.0,122.0,140.0,0.527662,0.6758412,1.1120702,28.0,28.0,69.0,23.0,24.0,50.0,23.0,24.0,50.0,515.5,397.48,301.2,314.4,302.3,439.199999999999,229.0,225.0,259.0,0.1273344,0.131305299999999,0.178052,955.0,709.0,715.0,50.9415,51.9961,118.71,252.0,233.0,248.0,112.0,111.0,130.0,10.0,12.0,6.0,54.0,57.0,83.0,54.0,55.0,83.0,24.89,23.35,26.99,1.63,1.66,1.96,2183.0,2180.0,505.08,3680.0,2944.0,2875.0,6.7462,6.7665,7.3439,4.0,4.0,5.0,0.132,1.865
33,V2CrP,135.0,140.0,100.0,8.35,7.23,17.0,6.0,7.15,1.823,87.0,83.0,25.0,460.0,342.0,49.8,5.0,6.0,15.0,3.02,2.88,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.489,0.449,0.769,206.999999999999,206.0,180.0,153.0,139.0,107.0,134.0,122.0,111.0,0.527662,0.6758412,0.7466071,28.0,28.0,16.0,23.0,24.0,15.0,23.0,24.0,15.0,515.5,397.48,316.5,314.4,302.3,414.7,229.0,225.0,222.0,0.1273344,0.131305299999999,0.206931,955.0,709.0,187.0,50.9415,51.9961,30.973761998,252.0,233.0,223.0,112.0,111.0,102.0,10.0,12.0,1.0,54.0,57.0,90.0,54.0,55.0,89.0,24.89,23.35,23.824,1.63,1.66,2.19,2183.0,2180.0,317.3,3680.0,2944.0,550.0,6.7462,6.7665,10.4867,4.0,4.0,3.0,-0.378,0.7036
34,V2CrAs,135.0,140.0,115.0,8.35,7.23,13.1,6.0,7.15,5.75,87.0,83.0,30.0,460.0,342.0,32.4,5.0,6.0,15.0,3.02,2.88,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.449,0.329,206.999999999999,206.0,185.0,153.0,139.0,119.0,134.0,122.0,121.0,0.527662,0.6758412,0.80482,28.0,28.0,42.0,23.0,24.0,33.0,23.0,24.0,33.0,515.5,397.48,302.5,314.4,302.3,423.0,229.0,225.0,236.0,0.1273344,0.131305299999999,0.2068208,955.0,709.0,260.0,50.9415,51.9961,74.921595,252.0,233.0,231.0,112.0,111.0,114.0,10.0,12.0,1.0,54.0,57.0,89.0,54.0,55.0,90.0,24.89,23.35,24.64,1.63,1.66,2.18,2183.0,2180.0,1090.0,3680.0,2944.0,887.0,6.7462,6.7665,9.7886,4.0,4.0,4.0,-0.127,0.6871
35,V2CrSb,135.0,140.0,145.0,8.35,7.23,18.4,6.0,7.15,6.68,87.0,83.0,43.0,460.0,342.0,195.2,5.0,6.0,15.0,3.02,2.88,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.489,0.449,0.207,206.999999999999,206.0,206.0,153.0,139.0,139.0,134.0,122.0,140.0,0.527662,0.6758412,1.04740119,28.0,28.0,71.0,23.0,24.0,51.0,23.0,24.0,51.0,515.5,397.48,264.4,314.4,302.3,442.0,229.0,225.0,252.0,0.1273344,0.131305299999999,0.191877399999999,955.0,709.0,504.0,50.9415,51.9961,121.76,252.0,233.0,246.0,112.0,111.0,133.0,10.0,12.0,2.0,54.0,57.0,88.0,54.0,55.0,91.0,24.89,23.35,25.23,1.63,1.66,2.05,2183.0,2180.0,903.78,3680.0,2944.0,1860.0,6.7462,6.7665,8.6084,4.0,4.0,5.0,0.101,0.8851
36,V2MnAl,135.0,140.0,125.0,8.35,7.39,10.0,6.0,7.3,2.7,87.0,68.0,57.8,460.0,221.0,284.1,5.0,7.0,13.0,3.02,8.89,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.489,0.479,0.897,206.999999999999,204.999999999999,184.0,153.0,150.0,121.0,134.0,119.0,126.0,0.527662,-0.52,0.432835,28.0,30.0,14.0,23.0,25.0,13.0,23.0,25.0,13.0,515.5,283.3,330.9,314.4,296.1,449.9,229.0,224.0,236.0,0.1273344,0.1352844,0.150078,955.0,635.0,520.0,50.9415,54.938044,26.9815385,252.0,242.0,239.0,112.0,105.0,113.0,10.0,9.0,1.0,54.0,60.0,80.0,54.0,72.0,78.0,24.89,26.32,24.2,1.63,1.55,1.61,2183.0,1519.0,933.47,3680.0,2334.0,2792.0,6.7462,7.434,5.9858,4.0,4.0,3.0,-0.075,1.466
37,V2MnGa,135.0,140.0,130.0,8.35,7.39,11.8,6.0,7.3,5.91,87.0,68.0,50.0,460.0,221.0,270.3,5.0,7.0,13.0,3.02,8.89,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.489,0.479,0.373,206.999999999999,204.999999999999,187.0,153.0,150.0,122.0,134.0,119.0,124.0,0.527662,-0.52,0.3012011,28.0,30.0,39.0,23.0,25.0,31.0,23.0,25.0,31.0,515.5,283.3,271.96,314.4,296.1,438.3,229.0,224.0,246.0,0.1273344,0.1352844,0.172377299999999,955.0,635.0,456.0,50.9415,54.938044,69.723,252.0,242.0,233.0,112.0,105.0,117.0,10.0,9.0,3.0,54.0,60.0,81.0,54.0,72.0,79.0,24.89,26.32,26.03,1.63,1.55,1.81,2183.0,1519.0,302.9146,3680.0,2334.0,2673.0,6.7462,7.434,5.9993,4.0,4.0,4.0,-0.078,0.6602
38,V2MnIn,135.0,140.0,155.0,8.35,7.39,15.7,6.0,7.3,7.31,87.0,68.0,65.0,460.0,221.0,225.1,5.0,7.0,13.0,3.02,8.89,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.479,0.233,206.999999999999,204.999999999999,193.0,153.0,150.0,142.0,134.0,119.0,142.0,0.527662,-0.52,0.383926,28.0,30.0,66.0,23.0,25.0,49.0,23.0,25.0,49.0,515.5,283.3,243.0,314.4,296.1,446.3,229.0,224.0,264.0,0.1273344,0.1352844,0.16423,955.0,635.0,643.0,50.9415,54.938044,114.818,252.0,242.0,246.0,112.0,105.0,136.0,10.0,9.0,4.0,54.0,60.0,79.0,54.0,72.0,80.0,24.89,26.32,26.74,1.63,1.55,1.78,2183.0,1519.0,429.75,3680.0,2334.0,2345.0,6.7462,7.434,5.7864,4.0,4.0,5.0,0.244,1.7014
39,V2MnSi,135.0,140.0,110.0,8.35,7.39,12.1,6.0,7.3,2.3296,87.0,68.0,37.3,460.0,221.0,383.0,5.0,7.0,14.0,3.02,8.89,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.489,0.479,0.712,206.999999999999,204.999999999999,210.0,153.0,150.0,111.0,134.0,119.0,115.999999999999,0.527662,-0.52,1.38952128,28.0,30.0,14.0,23.0,25.0,14.0,23.0,25.0,14.0,515.5,283.3,450.0,314.4,296.1,429.5,229.0,224.0,229.0,0.1273344,0.1352844,0.178503,955.0,635.0,308.0,50.9415,54.938044,28.085,252.0,242.0,231.999999999999,112.0,105.0,107.0,10.0,9.0,0.7,54.0,60.0,85.0,54.0,72.0,85.0,24.89,26.32,19.99,1.63,1.55,1.9,2183.0,1519.0,1687.0,3680.0,2334.0,3538.0,6.7462,7.434,8.1517,4.0,4.0,3.0,-0.318,1.6566
40,V2MnGe,135.0,140.0,125.0,8.35,7.39,13.6,6.0,7.3,5.3234,87.0,68.0,40.0,460.0,221.0,328.0,5.0,7.0,14.0,3.02,8.89,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.479,0.32,206.999999999999,204.999999999999,211.0,153.0,150.0,120.0,134.0,119.0,121.0,0.527662,-0.52,1.232676413,28.0,30.0,41.0,23.0,25.0,32.0,23.0,25.0,32.0,515.5,283.3,372.0,314.4,296.1,428.0,229.0,224.0,244.0,0.1273344,0.1352844,0.1895892,955.0,635.0,365.0,50.9415,54.938044,72.63,252.0,242.0,234.0,112.0,105.0,111.0,10.0,9.0,1.0,54.0,60.0,84.0,54.0,72.0,84.0,24.89,26.32,23.222,1.63,1.55,2.01,2183.0,1519.0,1211.4,3680.0,2334.0,3106.0,6.7462,7.434,7.8994,4.0,4.0,4.0,-0.157,1.1573
41,V2MnSn,135.0,140.0,145.0,8.35,7.39,16.3,6.0,7.3,7.287,87.0,68.0,53.0,460.0,221.0,296.0,5.0,7.0,14.0,3.02,8.89,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.479,0.227,206.999999999999,204.999999999999,217.0,153.0,150.0,139.0,134.0,119.0,140.0,0.527662,-0.52,1.1120702,28.0,30.0,69.0,23.0,25.0,50.0,23.0,25.0,50.0,515.5,283.3,301.2,314.4,296.1,439.199999999999,229.0,224.0,259.0,0.1273344,0.1352844,0.178052,955.0,635.0,715.0,50.9415,54.938044,118.71,252.0,242.0,248.0,112.0,105.0,130.0,10.0,9.0,6.0,54.0,60.0,83.0,54.0,72.0,83.0,24.89,26.32,26.99,1.63,1.55,1.96,2183.0,1519.0,505.08,3680.0,2334.0,2875.0,6.7462,7.434,7.3439,4.0,4.0,5.0,0.071,1.492
42,V2MnP,135.0,140.0,100.0,8.35,7.39,17.0,6.0,7.3,1.823,87.0,68.0,25.0,460.0,221.0,49.8,5.0,7.0,15.0,3.02,8.89,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.489,0.479,0.769,206.999999999999,204.999999999999,180.0,153.0,150.0,107.0,134.0,119.0,111.0,0.527662,-0.52,0.7466071,28.0,30.0,16.0,23.0,25.0,15.0,23.0,25.0,15.0,515.5,283.3,316.5,314.4,296.1,414.7,229.0,224.0,222.0,0.1273344,0.1352844,0.206931,955.0,635.0,187.0,50.9415,54.938044,30.973761998,252.0,242.0,223.0,112.0,105.0,102.0,10.0,9.0,1.0,54.0,60.0,90.0,54.0,72.0,89.0,24.89,26.32,23.824,1.63,1.55,2.19,2183.0,1519.0,317.3,3680.0,2334.0,550.0,6.7462,7.434,10.4867,4.0,4.0,3.0,-0.47,1.815
43,V2MnAs,135.0,140.0,115.0,8.35,7.39,13.1,6.0,7.3,5.75,87.0,68.0,30.0,460.0,221.0,32.4,5.0,7.0,15.0,3.02,8.89,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.479,0.329,206.999999999999,204.999999999999,185.0,153.0,150.0,119.0,134.0,119.0,121.0,0.527662,-0.52,0.80482,28.0,30.0,42.0,23.0,25.0,33.0,23.0,25.0,33.0,515.5,283.3,302.5,314.4,296.1,423.0,229.0,224.0,236.0,0.1273344,0.1352844,0.2068208,955.0,635.0,260.0,50.9415,54.938044,74.921595,252.0,242.0,231.0,112.0,105.0,114.0,10.0,9.0,1.0,54.0,60.0,89.0,54.0,72.0,90.0,24.89,26.32,24.64,1.63,1.55,2.18,2183.0,1519.0,1090.0,3680.0,2334.0,887.0,6.7462,7.434,9.7886,4.0,4.0,4.0,-0.221,1.93
44,V2MnSb,135.0,140.0,145.0,8.35,7.39,18.4,6.0,7.3,6.68,87.0,68.0,43.0,460.0,221.0,195.2,5.0,7.0,15.0,3.02,8.89,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.489,0.479,0.207,206.999999999999,204.999999999999,206.0,153.0,150.0,139.0,134.0,119.0,140.0,0.527662,-0.52,1.04740119,28.0,30.0,71.0,23.0,25.0,51.0,23.0,25.0,51.0,515.5,283.3,264.4,314.4,296.1,442.0,229.0,224.0,252.0,0.1273344,0.1352844,0.191877399999999,955.0,635.0,504.0,50.9415,54.938044,121.76,252.0,242.0,246.0,112.0,105.0,133.0,10.0,9.0,2.0,54.0,60.0,88.0,54.0,72.0,91.0,24.89,26.32,25.23,1.63,1.55,2.05,2183.0,1519.0,903.78,3680.0,2334.0,1860.0,6.7462,7.434,8.6084,4.0,4.0,5.0,0.041,0.9135
45,V2FeAl,135.0,140.0,125.0,8.35,7.1,10.0,6.0,7.87,2.7,87.0,62.0,57.8,460.0,340.0,284.1,5.0,8.0,13.0,3.02,2.87,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.489,0.449,0.897,206.999999999999,204.0,184.0,153.0,142.0,121.0,134.0,115.999999999999,126.0,0.527662,0.15323634,0.432835,28.0,30.0,14.0,23.0,26.0,13.0,23.0,26.0,13.0,515.5,415.5,330.9,314.4,291.2,449.9,229.0,223.0,236.0,0.1273344,0.1392532,0.150078,955.0,548.0,520.0,50.9415,55.845,26.9815385,252.0,237.0,239.0,112.0,109.0,113.0,10.0,4.0,1.0,54.0,61.0,80.0,54.0,71.0,78.0,24.89,25.1,24.2,1.63,1.83,1.61,2183.0,1811.0,933.47,3680.0,3134.0,2792.0,6.7462,7.9024,5.9858,4.0,4.0,3.0,-0.147,1.5127
46,V2FeGa,135.0,140.0,130.0,8.35,7.1,11.8,6.0,7.87,5.91,87.0,62.0,50.0,460.0,340.0,270.3,5.0,8.0,13.0,3.02,2.87,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.489,0.449,0.373,206.999999999999,204.0,187.0,153.0,142.0,122.0,134.0,115.999999999999,124.0,0.527662,0.15323634,0.3012011,28.0,30.0,39.0,23.0,26.0,31.0,23.0,26.0,31.0,515.5,415.5,271.96,314.4,291.2,438.3,229.0,223.0,246.0,0.1273344,0.1392532,0.172377299999999,955.0,548.0,456.0,50.9415,55.845,69.723,252.0,237.0,233.0,112.0,109.0,117.0,10.0,4.0,3.0,54.0,61.0,81.0,54.0,71.0,79.0,24.89,25.1,26.03,1.63,1.83,1.81,2183.0,1811.0,302.9146,3680.0,3134.0,2673.0,6.7462,7.9024,5.9993,4.0,4.0,4.0,-0.129,1.6169
47,V2FeIn,135.0,140.0,155.0,8.35,7.1,15.7,6.0,7.87,7.31,87.0,62.0,65.0,460.0,340.0,225.1,5.0,8.0,13.0,3.02,2.87,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.449,0.233,206.999999999999,204.0,193.0,153.0,142.0,142.0,134.0,115.999999999999,142.0,0.527662,0.15323634,0.383926,28.0,30.0,66.0,23.0,26.0,49.0,23.0,26.0,49.0,515.5,415.5,243.0,314.4,291.2,446.3,229.0,223.0,264.0,0.1273344,0.1392532,0.16423,955.0,548.0,643.0,50.9415,55.845,114.818,252.0,237.0,246.0,112.0,109.0,136.0,10.0,4.0,4.0,54.0,61.0,79.0,54.0,71.0,80.0,24.89,25.1,26.74,1.63,1.83,1.78,2183.0,1811.0,429.75,3680.0,3134.0,2345.0,6.7462,7.9024,5.7864,4.0,4.0,5.0,0.288,0.9985
48,V2FeSi,135.0,140.0,110.0,8.35,7.1,12.1,6.0,7.87,2.3296,87.0,62.0,37.3,460.0,340.0,383.0,5.0,8.0,14.0,3.02,2.87,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.489,0.449,0.712,206.999999999999,204.0,210.0,153.0,142.0,111.0,134.0,115.999999999999,115.999999999999,0.527662,0.15323634,1.38952128,28.0,30.0,14.0,23.0,26.0,14.0,23.0,26.0,14.0,515.5,415.5,450.0,314.4,291.2,429.5,229.0,223.0,229.0,0.1273344,0.1392532,0.178503,955.0,548.0,308.0,50.9415,55.845,28.085,252.0,237.0,231.999999999999,112.0,109.0,107.0,10.0,4.0,0.7,54.0,61.0,85.0,54.0,71.0,85.0,24.89,25.1,19.99,1.63,1.83,1.9,2183.0,1811.0,1687.0,3680.0,3134.0,3538.0,6.7462,7.9024,8.1517,4.0,4.0,3.0,-0.255,1.2041
49,V2FeGe,135.0,140.0,125.0,8.35,7.1,13.6,6.0,7.87,5.3234,87.0,62.0,40.0,460.0,340.0,328.0,5.0,8.0,14.0,3.02,2.87,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.449,0.32,206.999999999999,204.0,211.0,153.0,142.0,120.0,134.0,115.999999999999,121.0,0.527662,0.15323634,1.232676413,28.0,30.0,41.0,23.0,26.0,32.0,23.0,26.0,32.0,515.5,415.5,372.0,314.4,291.2,428.0,229.0,223.0,244.0,0.1273344,0.1392532,0.1895892,955.0,548.0,365.0,50.9415,55.845,72.63,252.0,237.0,234.0,112.0,109.0,111.0,10.0,4.0,1.0,54.0,61.0,84.0,54.0,71.0,84.0,24.89,25.1,23.222,1.63,1.83,2.01,2183.0,1811.0,1211.4,3680.0,3134.0,3106.0,6.7462,7.9024,7.8994,4.0,4.0,4.0,-0.128,0.8354
50,V2FeSn,135.0,140.0,145.0,8.35,7.1,16.3,6.0,7.87,7.287,87.0,62.0,53.0,460.0,340.0,296.0,5.0,8.0,14.0,3.02,2.87,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.489,0.449,0.227,206.999999999999,204.0,217.0,153.0,142.0,139.0,134.0,115.999999999999,140.0,0.527662,0.15323634,1.1120702,28.0,30.0,69.0,23.0,26.0,50.0,23.0,26.0,50.0,515.5,415.5,301.2,314.4,291.2,439.199999999999,229.0,223.0,259.0,0.1273344,0.1392532,0.178052,955.0,548.0,715.0,50.9415,55.845,118.71,252.0,237.0,248.0,112.0,109.0,130.0,10.0,4.0,6.0,54.0,61.0,83.0,54.0,71.0,83.0,24.89,25.1,26.99,1.63,1.83,1.96,2183.0,1811.0,505.08,3680.0,3134.0,2875.0,6.7462,7.9024,7.3439,4.0,4.0,5.0,0.014,2.016
51,V2FeP,135.0,140.0,100.0,8.35,7.1,17.0,6.0,7.87,1.823,87.0,62.0,25.0,460.0,340.0,49.8,5.0,8.0,15.0,3.02,2.87,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.489,0.449,0.769,206.999999999999,204.0,180.0,153.0,142.0,107.0,134.0,115.999999999999,111.0,0.527662,0.15323634,0.7466071,28.0,30.0,16.0,23.0,26.0,15.0,23.0,26.0,15.0,515.5,415.5,316.5,314.4,291.2,414.7,229.0,223.0,222.0,0.1273344,0.1392532,0.206931,955.0,548.0,187.0,50.9415,55.845,30.973761998,252.0,237.0,223.0,112.0,109.0,102.0,10.0,4.0,1.0,54.0,61.0,90.0,54.0,71.0,89.0,24.89,25.1,23.824,1.63,1.83,2.19,2183.0,1811.0,317.3,3680.0,3134.0,550.0,6.7462,7.9024,10.4867,4.0,4.0,3.0,-0.494,1.4605
52,V2FeAs,135.0,140.0,115.0,8.35,7.1,13.1,6.0,7.87,5.75,87.0,62.0,30.0,460.0,340.0,32.4,5.0,8.0,15.0,3.02,2.87,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.489,0.449,0.329,206.999999999999,204.0,185.0,153.0,142.0,119.0,134.0,115.999999999999,121.0,0.527662,0.15323634,0.80482,28.0,30.0,42.0,23.0,26.0,33.0,23.0,26.0,33.0,515.5,415.5,302.5,314.4,291.2,423.0,229.0,223.0,236.0,0.1273344,0.1392532,0.2068208,955.0,548.0,260.0,50.9415,55.845,74.921595,252.0,237.0,231.0,112.0,109.0,114.0,10.0,4.0,1.0,54.0,61.0,89.0,54.0,71.0,90.0,24.89,25.1,24.64,1.63,1.83,2.18,2183.0,1811.0,1090.0,3680.0,3134.0,887.0,6.7462,7.9024,9.7886,4.0,4.0,4.0,-0.235,1.3832
53,V2FeSb,135.0,140.0,145.0,8.35,7.1,18.4,6.0,7.87,6.68,87.0,62.0,43.0,460.0,340.0,195.2,5.0,8.0,15.0,3.02,2.87,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.489,0.449,0.207,206.999999999999,204.0,206.0,153.0,142.0,139.0,134.0,115.999999999999,140.0,0.527662,0.15323634,1.04740119,28.0,30.0,71.0,23.0,26.0,51.0,23.0,26.0,51.0,515.5,415.5,264.4,314.4,291.2,442.0,229.0,223.0,252.0,0.1273344,0.1392532,0.191877399999999,955.0,548.0,504.0,50.9415,55.845,121.76,252.0,237.0,246.0,112.0,109.0,133.0,10.0,4.0,2.0,54.0,61.0,88.0,54.0,71.0,91.0,24.89,25.1,25.23,1.63,1.83,2.05,2183.0,1811.0,903.78,3680.0,3134.0,1860.0,6.7462,7.9024,8.6084,4.0,4.0,5.0,-0.027,1.4375
54,V2CoAl,135.0,135.0,125.0,8.35,6.7,10.0,6.0,8.86,2.7,87.0,55.0,57.8,460.0,389.1,284.1,5.0,9.0,13.0,3.02,2.51,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.489,0.421,0.897,206.999999999999,200.0,184.0,153.0,138.0,121.0,134.0,111.0,126.0,0.527662,0.662265,0.432835,28.0,32.0,14.0,23.0,27.0,13.0,23.0,27.0,13.0,515.5,426.7,330.9,314.4,287.2,449.9,229.0,223.0,236.0,0.1273344,0.143236299999999,0.150078,955.0,461.0,520.0,50.9415,58.933194,26.9815385,252.0,233.0,239.0,112.0,103.0,113.0,10.0,4.0,1.0,54.0,64.0,80.0,54.0,70.0,78.0,24.89,24.81,24.2,1.63,1.88,1.61,2183.0,1768.0,933.47,3680.0,3200.0,2792.0,6.7462,7.881,5.9858,4.0,4.0,3.0,-0.221,0.0019
55,V2CoGa,135.0,135.0,130.0,8.35,6.7,11.8,6.0,8.86,5.91,87.0,55.0,50.0,460.0,389.1,270.3,5.0,9.0,13.0,3.02,2.51,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.489,0.421,0.373,206.999999999999,200.0,187.0,153.0,138.0,122.0,134.0,111.0,124.0,0.527662,0.662265,0.3012011,28.0,32.0,39.0,23.0,27.0,31.0,23.0,27.0,31.0,515.5,426.7,271.96,314.4,287.2,438.3,229.0,223.0,246.0,0.1273344,0.143236299999999,0.172377299999999,955.0,461.0,456.0,50.9415,58.933194,69.723,252.0,233.0,233.0,112.0,103.0,117.0,10.0,4.0,3.0,54.0,64.0,81.0,54.0,70.0,79.0,24.89,24.81,26.03,1.63,1.88,1.81,2183.0,1768.0,302.9146,3680.0,3200.0,2673.0,6.7462,7.881,5.9993,4.0,4.0,4.0,-0.184,0.0042
